Route_name,Bus_name,Bus_type,Duration,Ratings,Seats_Available,Price,Departing_time,Reaching_Time,Route_link
Vijayawada to Hyderabad,TSRTC - 9934,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07h 10m,3.9,33 Seats available,396.0,10:10,17:20,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 1892,RAJDHANI (A.C. Semi Sleeper),05h 55m,2.5,25 Seats available,480.0,10:20,16:15,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 1464,RAJDHANI (A.C. Semi Sleeper),06h 10m,2.1,28 Seats available,480.0,10:40,16:50,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 1805,RAJADHANI AC (CONVERTED METRO LUXURY),05h 55m,3.0,27 Seats available,480.0,11:45,17:40,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 1582,RAJDHANI (A.C. Semi Sleeper),04h 30m,3.1,27 Seats available,480.0,12:10,16:40,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 1468,RAJDHANI (A.C. Semi Sleeper),04h 30m,2.7,21 Seats available,480.0,12:40,17:10,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 9945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06h 10m,2.7,26 Seats available,396.0,13:00,19:10,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 18762,eGARUDA,06h 20m,3.5,7 Seats available,533.0,13:30,19:50,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 40331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04h 50m,3.3,18 Seats available,396.0,13:40,18:30,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 1600,RAJDHANI (A.C. Semi Sleeper),05h 40m,2.7,10 Seats available,480.0,14:00,19:40,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 1432,RAJDHANI (A.C. Semi Sleeper),04h 55m,2.1,12 Seats available,480.0,14:20,19:15,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 40562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06h 10m,3.3,18 Seats available,396.0,14:50,21:00,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 30162,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),06h 00m,3.9,3 Seats available,533.0,15:00,21:00,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 98274,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06h 10m,0.0,33 Seats available,660.0,15:00,21:10,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 40531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05h 35m,4.4,21 Seats available,396.0,15:15,20:50,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 30362,RAJDHANI (A.C. Semi Sleeper),06h 30m,2.9,1 Seat available,480.0,15:30,22:00,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 12962,eGARUDA,06h 10m,3.7,5 Seats available,533.0,16:00,22:10,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 40762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06h 10m,2.7,11 Seats available,396.0,16:10,22:20,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 1344,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),05h 55m,3.4,5 Seats available,533.0,16:40,22:35,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 40731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04h 40m,4.1,17 Seats available,396.0,17:10,21:50,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 30562,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),05h 40m,3.6,5 Seats available,533.0,17:20,23:00,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 40962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04h 50m,3.7,13 Seats available,396.0,17:50,22:40,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 7663,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05h 30m,4.2,19 Seats available,396.0,18:05,23:35,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 30762,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),04h 30m,3.6,2 Seats available,533.0,18:20,22:50,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 7772,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06h 15m,3.4,31 Seats available,560.0,18:30,00:45,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 41162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06h 10m,4.7,28 Seats available,396.0,18:50,01:00,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 1592,RAJADHANI AC (CONVERTED METRO LUXURY),05h 35m,1.9,17 Seats available,480.0,19:00,00:35,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 41131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05h 30m,3.6,33 Seats available,396.0,19:10,00:40,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 41110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06h 10m,3.5,26 Seats available,396.0,19:30,01:40,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,TSRTC - 30962,RAJDHANI (A.C. Semi Sleeper),06h 30m,2.5,14 Seats available,480.0,19:30,02:00,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),06h 15m,4.7,23 Seats available,1457.0,23:45,06:00,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),07h 00m,4.7,19 Seats available,1432.0,23:25,06:25,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),06h 55m,4.7,19 Seats available,1519.0,16:20,23:15,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),06h 45m,4.5,22 Seats available,1498.0,23:00,05:45,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),06h 50m,4.6,9 Seats available,2184.0,22:30,05:20,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
Hyderabad to Vijayawada,APSRTC - 35086,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),05h 45m,3.7,7 Seats available,633.0,11:15,17:00,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 3580,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),05h 45m,4.1,18 Seats available,633.0,12:15,18:00,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 24256,INDRA(A.C. Seater),05h 30m,4.0,15 Seats available,528.0,12:30,18:00,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 9319,Super Luxury (Non AC Seater 2+2 Push Back),06h 20m,4.0,31 Seats available,412.0,13:00,19:20,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 3576,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),06h 15m,3.8,13 Seats available,633.0,13:15,19:30,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 35154,Super Luxury (Non AC Seater 2+2 Push Back),06h 40m,3.5,14 Seats available,412.0,13:40,20:20,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 9363,Super Luxury (Non AC Seater 2+2 Push Back),06h 20m,4.0,32 Seats available,412.0,14:00,20:20,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 3578,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),05h 45m,3.6,18 Seats available,633.0,14:15,20:00,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 24291,INDRA(A.C. Seater),04h 35m,3.9,19 Seats available,528.0,14:25,19:00,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 3722,Super Luxury (Non AC Seater 2+2 Push Back),06h 15m,3.6,32 Seats available,412.0,14:30,20:45,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 3859,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),06h 10m,2.8,16 Seats available,633.0,15:15,21:25,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 97204,INDRA(A.C. Seater),07h 05m,3.9,23 Seats available,528.0,15:40,22:45,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 3546,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),06h 15m,3.6,31 Seats available,720.0,16:15,22:30,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 3500,Super Luxury (Non AC Seater 2+2 Push Back),08h 25m,4.2,30 Seats available,436.0,16:20,00:45,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 3376,Super Luxury (Non AC Seater 2+2 Push Back),06h 30m,3.9,28 Seats available,436.0,16:45,23:15,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 2561,INDRA(A.C. Seater),05h 30m,3.8,36 Seats available,528.0,17:15,22:45,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 3358,Super Luxury (Non AC Seater 2+2 Push Back),07h 50m,3.9,33 Seats available,469.0,17:20,01:10,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 2674,Super Luxury (Non AC Seater 2+2 Push Back),07h 50m,3.3,33 Seats available,436.0,17:30,01:20,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 3366,Super Luxury (Non AC Seater 2+2 Push Back),07h 50m,2.4,33 Seats available,436.0,17:55,01:45,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 3360,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),07h 05m,3.0,22 Seats available,670.0,18:25,01:30,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 2575,NIGHT RIDER (SEATER CUM SLEEPER),06h 20m,3.4,16 Seats available,595.0,18:55,01:15,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 4916,Super Luxury (Non AC Seater 2+2 Push Back),06h 50m,4.2,33 Seats available,436.0,19:25,02:15,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 2563,INDRA(A.C. Seater),05h 55m,3.3,25 Seats available,528.0,19:30,01:25,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 2680,VENNELA (A.C. SLEEPER),06h 15m,3.6,2 Seats available,781.0,19:45,02:00,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,APSRTC - 2798,INDRA(A.C. Seater),06h 35m,3.4,13 Seats available,528.0,19:55,02:30,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,FRESHBUS,Electric A/C Seater (2+2),07h 40m,4.7,14 Seats available,500.0,15:30,23:10,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,Svkdt travels,A/C Sleeper (2+1),06h 15m,4.6,16 Seats available,890.0,23:35,05:50,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),05h 45m,4.5,36 Seats available,559.0,23:50,05:35,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,AdSri Sanvi Tours and Travels,A/C Sleeper (2+1),05h 41m,4.3,15 Seats available,809.0,23:12,04:53,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Hyderabad to Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),06h 55m,4.5,31 Seats available,513.0,23:05,06:00,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Kakinada to Visakhapatnam,APSRTC - 4862,Super Luxury (Non AC Seater 2+2 Push Back),03h 45m,3.8,34 Seats available,281.0,11:15,15:00,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 3338,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03h 01m,3.9,38 Seats available,281.0,11:20,14:21,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2539,Super Luxury (Non AC Seater 2+2 Push Back),03h 45m,4.0,30 Seats available,281.0,12:30,16:15,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 27153,METRO LUXURY A/C,03h 05m,4.4,1 Seat available,383.0,12:45,15:50,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 24277,Super Luxury (Non AC Seater 2+2 Push Back),03h 30m,3.8,31 Seats available,281.0,13:00,16:30,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2540,Super Luxury (Non AC Seater 2+2 Push Back),04h 00m,3.2,34 Seats available,281.0,13:15,17:15,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2817,Super Luxury (Non AC Seater 2+2 Push Back),03h 00m,3.6,31 Seats available,281.0,13:30,16:30,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 4929,Super Luxury (Non AC Seater 2+2 Push Back),04h 10m,3.8,33 Seats available,281.0,13:30,17:40,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2667,Super Luxury (Non AC Seater 2+2 Push Back),03h 00m,4.1,16 Seats available,281.0,14:00,17:00,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 3416,Super Luxury (Non AC Seater 2+2 Push Back),04h 00m,4.2,33 Seats available,281.0,14:00,18:00,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 24265,Super Luxury (Non AC Seater 2+2 Push Back),03h 20m,2.6,34 Seats available,281.0,14:10,17:30,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 23567,INDRA(A.C. Seater),03h 10m,3.5,4 Seats available,340.0,14:20,17:30,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2819,INDRA(A.C. Seater),03h 00m,3.1,2 Seats available,340.0,14:30,17:30,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 23549,Super Luxury (Non AC Seater 2+2 Push Back),04h 00m,1.6,34 Seats available,281.0,14:45,18:45,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2669,Super Luxury (Non AC Seater 2+2 Push Back),03h 00m,3.3,33 Seats available,281.0,15:00,18:00,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2532,Super Luxury (Non AC Seater 2+2 Push Back),04h 05m,2.3,34 Seats available,281.0,15:10,19:15,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 3474,Super Luxury (Non AC Seater 2+2 Push Back),04h 10m,3.7,34 Seats available,281.0,15:20,19:30,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 4909,INDRA(A.C. Seater),03h 10m,3.5,3 Seats available,340.0,15:30,18:40,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2689,Super Luxury (Non AC Seater 2+2 Push Back),03h 00m,3.3,29 Seats available,281.0,15:30,18:30,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 24279,Super Luxury (Non AC Seater 2+2 Push Back),03h 50m,3.6,31 Seats available,281.0,15:40,19:30,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 27129,METRO LUXURY A/C,03h 05m,4.2,4 Seats available,383.0,16:00,19:05,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2524,Super Luxury (Non AC Seater 2+2 Push Back),04h 00m,3.8,29 Seats available,281.0,16:15,20:15,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2695,Super Luxury (Non AC Seater 2+2 Push Back),03h 00m,3.1,27 Seats available,281.0,16:30,19:30,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 3406,Super Luxury (Non AC Seater 2+2 Push Back),03h 45m,3.8,28 Seats available,281.0,16:45,20:30,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2891,INDRA(A.C. Seater),03h 00m,3.5,16 Seats available,340.0,17:00,20:00,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2534,Super Luxury (Non AC Seater 2+2 Push Back),04h 00m,4.3,30 Seats available,281.0,17:15,21:15,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2815,Super Luxury (Non AC Seater 2+2 Push Back),03h 00m,3.4,34 Seats available,281.0,17:30,20:30,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 23527,Super Luxury (Non AC Seater 2+2 Push Back),04h 00m,3.8,34 Seats available,281.0,17:45,21:45,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 3332,Super Luxury (Non AC Seater 2+2 Push Back),04h 00m,1.8,34 Seats available,281.0,18:00,22:00,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 27083,METRO LUXURY A/C,02h 50m,4.0,16 Seats available,383.0,18:00,20:50,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2857,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05h 15m,3.8,35 Seats available,269.0,18:15,23:30,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2869,Super Luxury (Non AC Seater 2+2 Push Back),03h 00m,4.0,31 Seats available,281.0,18:30,21:30,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 3324,Super Luxury (Non AC Seater 2+2 Push Back),04h 30m,3.3,31 Seats available,281.0,19:00,23:30,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 24275,Super Luxury (Non AC Seater 2+2 Push Back),03h 30m,3.8,34 Seats available,281.0,19:20,22:50,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 27133,METRO LUXURY A/C,03h 05m,4.4,23 Seats available,383.0,19:40,22:45,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 27093,METRO LUXURY A/C,03h 50m,4.3,27 Seats available,383.0,20:20,00:10,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 2217,Super Luxury (Non AC Seater 2+2 Push Back),03h 30m,3.7,34 Seats available,281.0,20:30,00:00,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 3104,Super Luxury (Non AC Seater 2+2 Push Back),04h 22m,3.8,29 Seats available,250.0,21:00,01:22,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 3189,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",03h 55m,3.8,35 Seats available,239.0,21:20,01:15,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,APSRTC - 4870,Super Luxury (Non AC Seater 2+2 Push Back),04h 15m,3.8,34 Seats available,281.0,21:45,02:00,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Kakinada to Visakhapatnam,Sai Sree Travels,A/C Sleeper (2+1),22h 25m,2.9,1 Seat available,1660.0,23:45,22:10,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Visakhapatnam to Kakinada,APSRTC - 2658,Super Luxury (Non AC Seater 2+2 Push Back),03h 40m,3.0,34 Seats available,281.0,11:15,14:55,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 3103,Super Luxury (Non AC Seater 2+2 Push Back),05h 30m,3.7,31 Seats available,281.0,11:15,16:45,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 2206,Super Luxury (Non AC Seater 2+2 Push Back),04h 35m,3.7,34 Seats available,281.0,11:30,16:05,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 2406,Super Luxury (Non AC Seater 2+2 Push Back),04h 15m,3.7,31 Seats available,281.0,12:00,16:15,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 2656,INDRA(A.C. Seater),03h 40m,3.2,31 Seats available,340.0,12:00,15:40,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 2856,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",04h 10m,3.7,35 Seats available,269.0,12:30,16:40,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 23548,Super Luxury (Non AC Seater 2+2 Push Back),04h 35m,3.7,34 Seats available,281.0,12:30,17:05,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 2662,Super Luxury (Non AC Seater 2+2 Push Back),03h 40m,2.9,30 Seats available,281.0,12:45,16:25,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 2852,Super Luxury (Non AC Seater 2+2 Push Back),04h 20m,3.7,32 Seats available,281.0,13:00,17:20,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 2664,Super Luxury (Non AC Seater 2+2 Push Back),03h 40m,2.3,34 Seats available,281.0,13:10,16:50,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 3327,Super Luxury (Non AC Seater 2+2 Push Back),04h 30m,3.7,34 Seats available,281.0,13:20,17:50,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 24268,Super Luxury (Non AC Seater 2+2 Push Back),04h 15m,4.5,34 Seats available,281.0,13:30,17:45,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 2666,Super Luxury (Non AC Seater 2+2 Push Back),03h 40m,2.6,24 Seats available,281.0,13:45,17:25,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 2766,Super Luxury (Non AC Seater 2+2 Push Back),04h 00m,3.7,33 Seats available,281.0,14:00,18:00,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 3329,Super Luxury (Non AC Seater 2+2 Push Back),04h 30m,2.1,34 Seats available,281.0,14:00,18:30,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 27132,METRO LUXURY A/C,03h 50m,4.6,8 Seats available,383.0,14:15,18:05,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 24278,Super Luxury (Non AC Seater 2+2 Push Back),04h 00m,3.4,30 Seats available,281.0,14:30,18:30,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 23904,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",04h 15m,3.7,35 Seats available,269.0,14:45,19:00,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 2529,INDRA(A.C. Seater),04h 00m,3.8,9 Seats available,340.0,14:45,18:45,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 2541,Super Luxury (Non AC Seater 2+2 Push Back),04h 30m,3.3,34 Seats available,281.0,15:30,20:00,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 27092,METRO LUXURY A/C,03h 45m,3.9,9 Seats available,383.0,15:45,19:30,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 23532,Super Luxury (Non AC Seater 2+2 Push Back),04h 35m,4.2,32 Seats available,281.0,16:00,20:35,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Visakhapatnam to Kakinada,APSRTC - 2201,Super Luxury (Non AC Seater 2+2 Push Back),04h 30m,2.1,34 Seats available,281.0,16:30,21:00,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
